当前排名,代码,股票名称,最新价,涨跌额,涨跌幅,date
3,SZ002261,拓维信息,37.37,-3.737,-10.0,2025-02-25
4,SZ000158,常山北明,28.17,0.7183350000000001,2.55,2025-02-25
5,SH600602,云赛智联,28.8,2.25216,7.82,2025-02-25
6,SZ002065,东华软件,13.16,-1.150184,-8.74,2025-02-25
7,SZ000816,智慧农业,4.59,0.462213,10.07,2025-02-25
8,SZ002456,欧菲光,14.51,0.5716939999999999,3.94,2025-02-25
9,SH600203,福日电子,12.17,1.221868,10.04,2025-02-25
10,SZ002369,卓翼科技,12.53,1.2542529999999998,10.01,2025-02-25
11,SZ000066,中国长城,17.69,1.049017,5.93,2025-02-25
12,SZ300251,光线传媒,24.48,-2.3574240000000004,-9.63,2025-02-25
13,SZ000536,华映科技,5.96,0.593616,9.96,2025-02-25
14,SZ000818,航锦科技,32.8,-3.27672,-9.99,2025-02-25
15,SH603881,数据港,40.99,-1.4469470000000002,-3.53,2025-02-25
16,SH688256,寒武纪-U,790.38,10.116864,1.28,2025-02-25
17,SZ300245,天玑科技,20.95,2.520285,12.03,2025-02-25
18,SZ000801,四川九洲,18.56,1.859712,10.02,2025-02-25
19,SZ300718,长盛轴承,107.5,6.80475,6.33,2025-02-25
20,SH600839,四川长虹,12.23,-0.4892,-4.0,2025-02-25
21,SZ002085,万丰奥威,20.87,-0.536359,-2.57,2025-02-25
22,SZ002527,新时达,18.31,0.314932,1.72,2025-02-25
23,SH603956,威派格,11.0,1.1,10.0,2025-02-25
24,SH600100,同方股份,9.35,-0.128095,-1.37,2025-02-25
25,SH600580,卧龙电驱,29.29,0.612161,2.09,2025-02-25
26,SZ300134,大富科技,15.38,3.071386,19.97,2025-02-25
27,SZ300059,东方财富,23.7,-0.4123799999999999,-1.74,2025-02-25
28,SZ002896,中大力德,96.09,8.965197,9.33,2025-02-25
29,SH601727,上海电气,8.91,0.070389,0.79,2025-02-25
30,SZ002131,利欧股份,4.38,-0.182208,-4.16,2025-02-25
31,SZ002599,盛通股份,13.11,-0.3120179999999999,-2.38,2025-02-25
32,SH601177,杭齿前进,17.5,-0.3727499999999999,-2.13,2025-02-25
33,SZ300068,南都电源,20.21,1.400553,6.93,2025-02-25
34,SZ002580,圣阳股份,12.82,1.2871279999999998,10.04,2025-02-25
35,SZ300607,拓斯达,39.99,2.951262,7.38,2025-02-25
36,SZ002765,蓝黛科技,13.53,1.340823,9.91,2025-02-25
37,SH600797,浙大网新,11.0,-0.6314,-5.74,2025-02-25
38,SH603667,五洲新春,48.36,3.4625760000000003,7.16,2025-02-25
39,SZ300488,恒锋工具,50.65,10.13,20.0,2025-02-25
40,SZ000980,众泰汽车,2.39,0.206496,8.64,2025-02-25
41,SH603915,国茂股份,20.48,2.045952,9.99,2025-02-25
42,SZ300766,每日互动,52.65,1.279395,2.43,2025-02-25
43,SZ002097,山河智能,8.86,0.8913159999999999,10.06,2025-02-25
44,SZ003021,兆威机电,143.58,14.099556000000002,9.82,2025-02-25
45,SZ300895,铜牛信息,53.27,6.317822,11.86,2025-02-25
46,SZ002123,梦网科技,17.68,0.4508399999999999,2.55,2025-02-25
47,SZ301101,明月镜片,61.61,6.413601,10.41,2025-02-25
48,SH600589,大位科技,5.76,0.5713919999999999,9.92,2025-02-25
49,SZ301382,蜂助手,55.5,9.1575,16.5,2025-02-25
50,SH603626,科森科技,9.56,0.956956,10.01,2025-02-25
51,SZ002501,利源股份,2.51,0.2532589999999999,10.09,2025-02-25
52,SH600633,浙数文化,15.53,-1.5561059999999998,-10.02,2025-02-25
53,SZ300738,奥飞数据,23.1,0.93555,4.05,2025-02-25
54,SZ000868,安凯客车,7.21,0.726768,10.08,2025-02-25
55,SH603085,天成自控,14.37,1.4413109999999998,10.03,2025-02-25
56,SH688343,云天励飞-U,82.26,16.452,20.0,2025-02-25
57,SZ000892,欢瑞世纪,4.68,0.473616,10.12,2025-02-25
58,SZ300383,光环新网,22.95,1.1222549999999998,4.89,2025-02-25
59,SZ000880,潍柴重机,31.69,3.1690000000000005,10.0,2025-02-25
60,SZ300846,首都在线,27.49,2.00677,7.3,2025-02-25
61,SZ300293,蓝英装备,26.87,3.124981,11.63,2025-02-25
62,SZ300403,汉宇集团,17.95,1.401895,7.81,2025-02-25
63,SZ000887,中鼎股份,22.32,1.493208,6.69,2025-02-25
64,SZ000977,浪潮信息,64.97,-2.092034,-3.22,2025-02-25
65,SZ002298,中电兴发,6.44,0.649796,10.09,2025-02-25
66,SZ300328,宜安科技,10.42,1.6442759999999998,15.78,2025-02-25
67,SH600143,金发科技,12.9,-0.8501099999999999,-6.59,2025-02-25
68,SH603166,福达股份,11.19,1.122357,10.03,2025-02-25
69,SH601127,赛力斯,127.98,4.415310000000001,3.45,2025-02-25
70,SZ002889,东方嘉盛,22.56,2.256,10.0,2025-02-25
71,SZ002354,天娱数科,7.81,0.1116829999999999,1.43,2025-02-25
72,SH600355,精伦电子,4.16,0.41808,10.05,2025-02-25
73,SZ300508,维宏股份,37.54,7.511754000000001,20.01,2025-02-25
74,SH605100,华丰股份,19.03,1.903,10.0,2025-02-25
75,SH600590,泰豪科技,8.98,-0.214622,-2.39,2025-02-25
76,SZ000938,紫光股份,33.12,0.1192319999999999,0.36,2025-02-25
77,SZ000710,贝瑞基因,14.33,0.758057,5.29,2025-02-25
78,SZ000815,美利云,13.3,0.80598,6.06,2025-02-25
79,SH605208,永茂泰,10.19,1.023076,10.04,2025-02-25
80,SZ002522,浙江众成,6.08,0.050464,0.83,2025-02-25
81,SZ002335,科华数据,50.26,-1.814386,-3.61,2025-02-25
82,SH600246,万通发展,6.9,0.6934500000000001,10.05,2025-02-25
83,SZ300339,润和软件,60.54,-1.204746,-1.99,2025-02-25
84,SH600280,中央商场,3.77,0.373607,9.91,2025-02-25
85,SH600446,金证股份,19.79,1.980979,10.01,2025-02-25
86,SZ300324,旋极信息,4.54,0.438564,9.66,2025-02-25
87,SH603300,海南华铁,10.0,-0.4759999999999999,-4.76,2025-02-25
88,SZ301181,标榜股份,26.95,5.387304999999999,19.99,2025-02-25
89,SH600996,贵广网络,10.0,1.001,10.01,2025-02-25
90,SZ000034,神州数码,53.7,-3.85029,-7.17,2025-02-25
91,SZ000032,深桑达Ａ,30.57,-0.730623,-2.39,2025-02-25
92,SZ002824,和胜股份,19.18,1.914164,9.98,2025-02-25
93,SH600302,标准股份,6.04,0.605208,10.02,2025-02-25
94,SH600120,浙江东方,7.4,0.08066,1.09,2025-02-25
95,SZ002929,润建股份,64.99,-5.45916,-8.4,2025-02-25
96,SZ301090,华润材料,8.36,1.666984,19.94,2025-02-25
97,SZ000063,中兴通讯,42.5,-1.26225,-2.97,2025-02-25
98,SZ301013,利和兴,16.8,2.71824,16.18,2025-02-25
99,SZ300153,科泰电源,35.55,2.75868,7.76,2025-02-25
100,SH600519,贵州茅台,1454.0,-24.5726,-1.69,2025-02-25
61,SH603956,威派格,10.92,-0.079716,-0.73,2025-02-26
78,SH603300,海南华铁,10.43,0.4484899999999999,4.3,2025-02-26
80,SZ300738,奥飞数据,22.41,-0.6700590000000001,-2.99,2025-02-26
82,SZ300766,每日互动,52.0,-0.6396000000000001,-1.23,2025-02-26
85,SH603662,柯力传感,85.37,2.117176,2.48,2025-02-26
86,SZ002126,银轮股份,33.1,2.24087,6.77,2025-02-26
89,SZ002312,川发龙蟒,13.85,0.6495650000000001,4.69,2025-02-26
90,SZ002123,梦网科技,17.81,0.131794,0.74,2025-02-26
92,SZ002881,美格智能,59.37,3.413775,5.75,2025-02-26
98,SH600100,同方股份,9.17,-0.176981,-1.93,2025-02-26
